sheet_name,row_index,chapter,subchapter,code_article,product_name,unite,quantite,matched_page,matched_pdf,brand,specs,matched_excerpt,match_confidence
PL,88,,PROTECTION CONTRE L'INCENDIE,3.1.6.8,Extincteur à CO2 de 5 Kg,U,10.0,54,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,,"EXTINCTEUR CO2 DE 5 KG | des extincteurs portatifs de 5 kg en CO2 selon les exigences rapport incendie et protection civil pour locaux techniques, local groupe électrogène etc…, ils seront fixés sur supports muraux par l’intermédiaire de chevilles et vis en inox","3.1.6.8  EXTINCTEUR CO2 DE 5 KG
Fourniture et pose des extincteurs portatifs de 5 kg en CO2 selon les exigences rapport incendie et
protection civil pour locaux techniques, local groupe électrogène etc…, ils seront fixés sur supports
muraux par l’intermédiaire de chevilles et vis en inox.",0.912
PL,89,,PROTECTION CONTRE L'INCENDIE,3.1.6.9,Extincteur à eau pulvérisée de 6 L,U,22.0,54,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,,"EXTINCTEUR A EAU PULVARISEE 6 L | des extincteurs portatifs de 6L à eau pulvérisée selon les exigences rapport incendie et protection civil pour l’ensemble de l’établissement, ils seront fixés sur supports muraux par l’intermédiaire de chevilles et vis en inox","3.1.6.9  EXTINCTEUR A EAU PULVARISEE 6 L
Fourniture et pose des extincteurs portatifs de 6L à eau pulvérisée selon les exigences rapport
incendie et protection civil pour l’ensemble de l’établissement, ils seront fixés sur supports muraux
par l’intermédiaire de chevilles et vis en inox.",0.99
PL,90,,PROTECTION CONTRE L'INCENDIE,3.1.6.10,Prise colonne séche Exterieure DN65,U,4.0,54,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,,"prise extérieure DN65, conformément aux plans","3.1.6.10  PRISE COLONNE SECHE EXTERIEURE DN65
Fourniture et pose d’une prise extérieure DN65, conformément aux plans.",0.432
PL,91,,PROTECTION CONTRE L'INCENDIE,3.1.6.11,Prise colonne séche Interieure DN40,U,68.0,54,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,,"prise intérieure de diamètre 40mm, conformément aux plans","3.1.6.11  PRISE COLONNE SECHE INTERIEURE DN40
Fourniture et pose d’une prise intérieure de diamètre 40mm, conformément aux plans.",0.408
PL,92,,PROTECTION CONTRE L'INCENDIE,3.1.6.12,Bac à sable,U,2.0,54,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,,"de bac à sable avec couvercle et pelle, en tôle d’acier galvanisé traité, peinture rouge incendie, capacité 100 litres, dimensions 850x510x250mm","3.1.6.12 BAC A SABLE
Fourniture et pose de bac à sable avec couvercle et pelle, en tôle d’acier galvanisé traité, peinture
rouge incendie, capacité 100 litres, dimensions 850x510x250mm.",0.99
PL,93,,PROTECTION CONTRE L'INCENDIE,3.1.6.13,Robinet de vidange,U,4.0,54,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,,"robinet de vidange en laiton chromé DN 20mm, y compris toutes sujétions de fourniture et pose","3.1.6.13 ROBINET DE VIDANGE
Fourniture et pose d’un robinet de vidange en laiton chromé DN 20mm, y compris toutes sujétions
de fourniture et pose.",0.728
PL,97,,KIT DE FILTRATION,3.1.7.1.1,9 m3/h,U,3.0,55,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,ASTRALPOOL, Une Vanne à 6 voies renforcées PVC et 3 vannes à tournant sphérique PVC |  Manomètre pression et de purge,"3.1.7.1  KIT DE FILTRATION
Fourniture et pose d’un groupe de filtration en kit enterré pour bassin de marque ASTRALPOOL ou
équivalent, composé de :
  Un filtre à sable Ø 500 marque ASTRALPOOL ou équivalent.
  Une pompe de circulation de marque ASTRALPOOL ou équivalent.
  Une Vanne à 6 voies renforcées PVC et 3 vannes à tournant sphérique PVC
« D.50 ».
  Manomètre pression et de purge.
  Un coffret de commande électrique de protection.
  Un coffret pour transformateur.
  L’ensemble de tuyauterie, vanne, raccord de liaison entre pompe, filtre, vidange et
nettoyage de filtre.",0.99
PL,98,,KIT DE FILTRATION,3.1.7.2,Canalisation PVC PN16,,,55,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,WAVIN,"ensemble de tuyauterie tout diamètre en PVC série pression | ou équivalent de PN 16 bars, y compris découpes, chutes, coudes, tés, raccords, vannes, clapets de non-retour, joints, colliers et supports, collage | un débitmètre sur la conduite de refoulement, scellement, essais de pression | de tuyauterie comprendra","3.1.7.2  CANALISATION PVC PN16
Fourniture et pose d’un ensemble de tuyauterie tout diamètre en PVC série pression de marque
Wavin ou équivalent de PN 16 bars, y compris découpes, chutes, coudes, tés, raccords, vannes,
clapets de non-retour,  joints,  colliers  et supports, collage, un débitmètre sur  la conduite de
refoulement, scellement, essais de pression.
L’ensemble de tuyauterie comprendra :
  Les canalisations du local technique
  Les canalisations de refoulement
  Les canalisations d’aspiration
  Les canalisations d’évacuation des eaux jusqu’au regard laissé en attente par le lot
gros œuvres",0.99
PL,99,,KIT DE FILTRATION,3.1.7.2.1,Tout diamètre,ML,99.0,55,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,ASTRALPOOL, Une Vanne à 6 voies renforcées PVC et 3 vannes à tournant sphérique PVC |  Manomètre pression et de purge,"3.1.7 EQUIPEMENTS PISCINE
3.1.7.1  KIT DE FILTRATION
Fourniture et pose d’un groupe de filtration en kit enterré pour bassin de marque ASTRALPOOL ou
équivalent, composé de :
  Un filtre à sable Ø 500 marque ASTRALPOOL ou équivalent.
  Une pompe de circulation de marque ASTRALPOOL ou équivalent.
  Une Vanne à 6 voies renforcées PVC et 3 vannes à tournant sphérique PVC
« D.50 ».
  Manomètre pression et de purge.
  Un coffret de commande électrique de protection.
  Un coffret pour transformateur.
  L’ensemble de tuyauterie, vanne, raccord de liaison entre pompe, filtre, vidange et",0.99
PL,100,,KIT DE FILTRATION,3.1.7.3,PIECES A SCELLER,,,56,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,ASTRALPOOL,ou équivalent avec un raccord diamètre 50mm pour raccordement de tuyau flottant à l’appareil de nettoyage du fond (la brosse) y compris le couvercle et une traversée des parois de longueur de 25 cm à 30 à fournir au lot Gros œuvres pour scellement,"3.1.7.3.4  PRISE DE BALAI
Fourniture  et  pose  d’une  prise  aspirateur  balai  dans  la  parois de  la  piscine de marque
ASTRALPOOL ou équivalent avec un raccord diamètre 50mm pour raccordement de tuyau flottant
à l’appareil de nettoyage du fond (la brosse) y compris le couvercle et une traversée des parois de
longueur de 25 cm à 30 à fournir au lot Gros œuvres pour scellement.",0.584
PL,101,,KIT DE FILTRATION,3.1.7.3.1,Bouche de Refoulement,U,12.0,55,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,,,3.1.7.3.1  BOUCHE DE REFOULEMENT,0.712
PL,102,,KIT DE FILTRATION,3.1.7.3.2,Skimmers,U,6.0,56,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,ASTRALPOOL,"Skimmer dans la paroi de la piscine avec un raccord pour raccordement au local technique, flotteur de vanne et clapet pour le réglage de débitou équivalent, il sera fabriqué entièrement en ABS blanc et traité contre les rayons UV, y compris le couvercle et une traversée des parois de longueur à fournir au lot Gros œuvres pour scellement","3.1.7.3.2  SKIMMER
Fourniture et pose d’un Skimmer dans la paroi de la piscine avec un raccord pour raccordement au
local technique, flotteur de vanne et clapet pour le réglage de débit de marque ASTRALPOOL ou
équivalent, il sera fabriqué entièrement en ABS blanc et traité contre les rayons UV, y compris le
couvercle et une traversée des parois de longueur à fournir au lot Gros œuvres pour scellement.",0.512
PL,103,,KIT DE FILTRATION,3.1.7.3.3,Bonde de Fond 500x500 mm,U,3.0,56,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,ASTRALPOOL,"grille de fond avec cadre et contre cadreou équivalent, en inox AISI 316L y compris scellement et toutes sujétions","3.1.7.3.3  GRILLE DE FOND 500x500 mm
Fourniture et pose d’une grille de fond avec cadre et contre cadre de marque ASTRALPOOL ou
équivalent, en inox AISI 316L y compris scellement et toutes sujétions.",0.552
PL,104,,KIT DE FILTRATION,3.1.7.3.4,Prise balai,U,,56,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,ASTRALPOOL,ou équivalent avec un raccord diamètre 50mm pour raccordement de tuyau flottant à l’appareil de nettoyage du fond (la brosse) y compris le couvercle et une traversée des parois de longueur de 25 cm à 30 à fournir au lot Gros œuvres pour scellement,"3.1.7.3.4  PRISE DE BALAI
Fourniture  et  pose  d’une  prise  aspirateur  balai  dans  la  parois de  la  piscine de marque
ASTRALPOOL ou équivalent avec un raccord diamètre 50mm pour raccordement de tuyau flottant
à l’appareil de nettoyage du fond (la brosse) y compris le couvercle et une traversée des parois de
longueur de 25 cm à 30 à fournir au lot Gros œuvres pour scellement.",0.872
PL,105,,KIT DE FILTRATION,3.1.7.3.5,Projecteur étanche,U,6.0,56,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,ASTRAL,"de projecteurs halogènes de 300W/12V étanche, y compris scellement et toutes sujétions de fourniture et pose","3.1.7.3.5  PROJECTEUR ETANCHE
Fourniture  et pose de projecteurs halogènes de 300W/12V étanche de marque ASTRAL ou
similaire, y compris scellement et toutes sujétions de fourniture et pose.",0.984
PL,106,,KIT DE FILTRATION,3.1.7.4,Armoire électrique,U,3.0,56,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,10ÈME | FINITION ÉPOXY | SCHNEIDER,"tableau triphasé approprié, y compris interrupteur général, jeu de barres interne, disjoncteur tétrapolaire différentiel avec déclencheur calibré suivant les circuits déterminés sur chaque départ. Le tableau sera de type coffret en tôle électrozinguée 10/, teinte bleu électrique","3.1.7.4  ARMOIRE ELECTRIQUE
Fourniture et pose d’un tableau triphasé approprié, y compris interrupteur général, jeu de barres
interne, disjoncteur tétrapolaire différentiel avec déclencheur calibré suivant les circuits déterminés
sur chaque départ. Le tableau sera de type coffret en tôle électrozinguée 10/10ème, finition époxy,
teinte bleu électrique, marque Schneider ou équivalent. Fermeture par portes avec serrure RONIS.
Le tableau sera dimensionné pour le kit piscine. Y compris toutes sujétions de fourniture et de
pose.",0.99
APP SAN,5,,FOURBITURE : SALLE DE BAIN SUITE PARENTALE,3.1.8.1.1,LAVABO VASQUE,U,162.0,57,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,VITRA, 1 OUTLINE VASQUE SQUARE WHITE 45CMréf : 5994B403-0016 ou équivalent |  1 SIPHON LAVABO MATT BLACKRef. A4512336WTC ou équivalent | réf : A4255736WTC ou équivalent,"3.1.8.1.1  LAVABO VASQUE
  1 OUTLINE VASQUE SQUARE WHITE 45CM de marque VITRA réf : 5994B403-0016
ou équivalent.
  1 SIPHON LAVABO MATT BLACK de marque VITRA  Ref. A4512336WTC ou
équivalent.
  1 Robinet mitigeur ORIGIN MITIGEUR LAVABO HAUT MATT BLACK de marque
VITRA réf : A4255736WTC ou équivalent.
  1 Bande à poussoir de marque VITRA ou équivalent.",0.99
APP SAN,6,,FOURBITURE : SALLE DE BAIN SUITE PARENTALE,3.1.8.1.2,W-C SUSPENDU,U,162.0,58,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,VITRA,WC suspendu comprenant |  Cuvette suspendue SENTO CUVETTE SUSPENDUE WHITE RIM-EX |  SENTO ABATTANT SLIM WHITE SOFT CLOSEréf : 120-003-009 ou équivalent | AUTOPORTEUR SLIM 3/6L EPAISSEUR : 9 CMréf : 738-5800-01 ou équivalent |  DOUCHETTE WC MATT BLACKréf : A4574736 ou équivalent |  ORIGIN ROBINET D'ARRET MATT BLACKréf : A4521436WTC ou équivalent,"3.1.8.1.2  W-C SUSPENDU
Fourniture d’un WC suspendu comprenant :
  Cuvette suspendue SENTO CUVETTE SUSPENDUE WHITE RIM-EX de marque VITRA
 SENTO ABATTANT SLIM WHITE SOFT CLOSE de marque VITRA réf : 120-003-009
ou équivalent.
AUTOPORTEUR SLIM 3/6L EPAISSEUR : 9 CM de marque VITRA réf : 738-5800-01 ou
équivalent.
marque VITRA réf : 740-2211 ou équivalent.
 DOUCHETTE WC MATT BLACK marque VITRA réf : A4574736 ou équivalent.
  ORIGIN ROBINET D'ARRET MATT BLACK de marque VITRA réf : A4521436WTC ou
équivalent.",0.99
APP SAN,7,,FOURBITURE : SALLE DE BAIN SUITE PARENTALE,3.1.8.1.3,EQUIPEMENT DE DOUCHE,U,162.0,58,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,VITRA,A4262036WTC ou équivalent |  1 CORPS MITIGEUR B/DOUCHE A ENCASTRERréf : A41949 ou équivalent | A4563836WTC ou équivalent |  1 ORIGIN DOUCHETTE AVEC SUPPORT BLACKréf : A4554336WTC ou équivalent |  1 ECO FLOW CANIVEAU SC100 MATT BLACK 80CMréf,"3.1.8.1.3  EQUIPEMENT DE DOUCHE
  1 ORIGIN MITIGEUR B/DOUCHE A ENCASTRER MATT BLACK marque VITRA réf :
A4262036WTC ou équivalent
  1 CORPS MITIGEUR B/DOUCHE A ENCASTRER marque VITRA réf : A41949 ou
équivalent
  1 ORIGIN POMME DE DOUCHE ROUND MATT BLACK 25CM marque VITRA réf :
A4563836WTC ou équivalent
  1 ORIGIN DOUCHETTE AVEC SUPPORT BLACK marque VITRA réf : A4554336WTC
ou équivalent
  1 ORIGIN RACCORDEMENT DE DOUCHETTE MATT BLACK marque VITRA réf :
A4554336WTC ou équivalent
  1 ECO FLOW CANIVEAU SC100 MATT BLACK 80CM marque VITRA  réf :",0.99
APP SAN,9,,FOURBITURE : SALLE DE BAIN 2,3.1.8.2.1,LAVABO VASQUE,U,84.0,59,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,VITRA, 1 OUTLINE VASQUE SQUARE WHITE 45CMréf : 5994B403-0016 ou équivalent |  1 SIPHON LAVABO MATT BLACKRef. A4512336WTC ou équivalent | réf : A4255736WTC ou équivalent,"3.1.8.2.1  LAVABO VASQUE
  1 OUTLINE VASQUE SQUARE WHITE 45CM de marque VITRA réf : 5994B403-0016
ou équivalent.
  1 SIPHON LAVABO MATT BLACK de marque VITRA  Ref. A4512336WTC ou
équivalent.
  1 Robinet mitigeur ORIGIN MITIGEUR LAVABO HAUT MATT BLACK de marque
VITRA réf : A4255736WTC ou équivalent.
  1 Bande à poussoir de marque VITRA ou équivalent.",0.99
APP SAN,10,,FOURBITURE : SALLE DE BAIN 2,3.1.8.2.2,W-C SUSPENDU,U,84.0,59,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,VITRA,WC suspendu comprenant |  Cuvette suspendue SENTO CUVETTE SUSPENDUE WHITE RIM-EX |  SENTO ABATTANT SLIM WHITE SOFT CLOSEréf : 120-003-009 ou équivalent | AUTOPORTEUR SLIM 3/6L EPAISSEUR : 9 CMréf : 738-5800-01 ou équivalent |  DOUCHETTE WC MATT BLACKréf : A4574736 ou équivalent |  ORIGIN ROBINET D'ARRET MATT BLACKréf : A4521436WTC ou équivalent,"3.1.8.2.2  W-C SUSPENDU
Fourniture d’un WC suspendu comprenant :
  Cuvette suspendue SENTO CUVETTE SUSPENDUE WHITE RIM-EX de marque VITRA
 SENTO ABATTANT SLIM WHITE SOFT CLOSE de marque VITRA réf : 120-003-009
ou équivalent.
AUTOPORTEUR SLIM 3/6L EPAISSEUR : 9 CM de marque VITRA réf : 738-5800-01 ou
équivalent.
marque VITRA réf : 740-2211 ou équivalent.
 DOUCHETTE WC MATT BLACK marque VITRA réf : A4574736 ou équivalent.
  ORIGIN ROBINET D'ARRET MATT BLACK de marque VITRA réf : A4521436WTC ou
équivalent.",0.99
APP SAN,11,,FOURBITURE : SALLE DE BAIN 2,3.1.8.2.3,EQUIPEMENT DE DOUCHE,U,84.0,59,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,VITRA,A4262036WTC ou équivalent |  1 CORPS MITIGEUR B/DOUCHE A ENCASTRERréf : A41949 ou équivalent |  1 ORIGIN DOUCHETTE AVEC SUPPORT BLACKréf : A4554336WTC ou équivalent |  1 ECO FLOW CANIVEAU SC100 MATT BLACK 80CMréf,"3.1.8.2.3  EQUIPEMENT DE DOUCHE
  1 ORIGIN MITIGEUR B/DOUCHE A ENCASTRER MATT BLACK marque VITRA réf :
A4262036WTC ou équivalent
  1 CORPS MITIGEUR B/DOUCHE A ENCASTRER marque VITRA réf : A41949 ou
équivalent
  1 ORIGIN POMME DE DOUCHE ROUND MATT BLACK 25CM marque VITRA réf :
  1 ORIGIN DOUCHETTE AVEC SUPPORT BLACK marque VITRA réf : A4554336WTC
ou équivalent
  1 ORIGIN RACCORDEMENT DE DOUCHETTE MATT BLACK marque VITRA réf :
A4554336WTC ou équivalent
  1 ECO FLOW CANIVEAU SC100 MATT BLACK 80CM marque VITRA  réf :",0.99
APP SAN,13,,FOURBITURE : SALLE DE BAIN INVITES,3.1.8.3.1,LAVABO VASQUE,U,79.0,60,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,VITRA, 1 PLURAL VASQUE A POSER SQUARE WHITE 45CMréf |  1 SIPHON LAVABO MATT BLACKRef. A4512336WTC ou équivalent | réf : A4255736WTC ou équivalent,"3.1.8.3.1  LAVABO VASQUE
  1 PLURAL VASQUE A POSER SQUARE WHITE 45CM de marque VITRA  réf :
7810B403-0016 ou équivalent.
  1 SIPHON LAVABO MATT BLACK de marque VITRA  Ref. A4512336WTC ou
équivalent.
  1 Robinet mitigeur ORIGIN MITIGEUR LAVABO HAUT MATT BLACK de marque
VITRA réf : A4255736WTC ou équivalent.
  1 Bande à poussoir de marque VITRA ou équivalent.",0.99
APP SAN,14,,FOURBITURE : SALLE DE BAIN INVITES,3.1.8.3.2,W-C SUSPENDU,U,79.0,60,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,VITRA,WC suspendu comprenant |  Cuvette suspendue SENTO CUVETTE SUSPENDUE WHITE RIM-EX |  SENTO ABATTANT SLIM WHITE SOFT CLOSEréf : 120-003-009 ou équivalent | AUTOPORTEUR SLIM 3/6L EPAISSEUR : 9 CMréf : 738-5800-01 ou équivalent |  DOUCHETTE WC MATT BLACKréf : A4574736 ou équivalent |  ORIGIN ROBINET D'ARRET MATT BLACKréf : A4521436WTC,"3.1.8.3.2  W-C SUSPENDU
Fourniture d’un WC suspendu comprenant :
  Cuvette suspendue SENTO CUVETTE SUSPENDUE WHITE RIM-EX de marque VITRA
 SENTO ABATTANT SLIM WHITE SOFT CLOSE de marque VITRA réf : 120-003-009
ou équivalent.
AUTOPORTEUR SLIM 3/6L EPAISSEUR : 9 CM de marque VITRA réf : 738-5800-01 ou
équivalent.
marque VITRA réf : 740-2211 ou équivalent.
 DOUCHETTE WC MATT BLACK marque VITRA réf : A4574736 ou équivalent.
  ORIGIN ROBINET D'ARRET MATT BLACK de marque VITRA réf : A4521436WTC ou",0.99
APP SAN,15,,FOURBITURE : SALLE DE BAIN INVITES,3.1.8.3.3,PLAN VASQUE EN CORIAN,U,74.0,61,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,,"plan de vasque en corian, y compris crédence, couleur au choix de l’architecte, dimensions selon détails architecte","3.1.8.3.3  PLAN VASQUE EN CORIAN
Fourniture d’un plan de vasque en corian, y compris crédence, couleur au choix de l’architecte,
dimensions selon détails architecte.",0.768
APP SAN,16,,FOURBITURE : SALLE DE BAIN INVITES,3.1.8.3.4,EQUIPEMENT DE DOUCHE,U,1.0,61,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,VITRA,A4262036WTC ou équivalent |  1 CORPS MITIGEUR B/DOUCHE A ENCASTRERréf : A41949 ou équivalent | A4563836WTC ou équivalent |  1 ORIGIN DOUCHETTE AVEC SUPPORT BLACKréf : A4554336WTC ou équivalent |  1 ECO FLOW CANIVEAU SC100 MATT BLACK 80CMréf |  1 SIPHON LAVABO CHROMEréf : A45123 ou équivalent,"3.1.8.3.4  EQUIPEMENT DE DOUCHE
  1 ORIGIN MITIGEUR B/DOUCHE A ENCASTRER MATT BLACK marque VITRA réf :
A4262036WTC ou équivalent
  1 CORPS MITIGEUR B/DOUCHE A ENCASTRER marque VITRA réf : A41949 ou
équivalent
  1 ORIGIN POMME DE DOUCHE ROUND MATT BLACK 25CM marque VITRA réf :
A4563836WTC ou équivalent
  1 ORIGIN DOUCHETTE AVEC SUPPORT BLACK marque VITRA réf : A4554336WTC
ou équivalent
  1 ORIGIN RACCORDEMENT DE DOUCHETTE MATT BLACK marque VITRA réf :
A4554336WTC ou équivalent
  1 ECO FLOW CANIVEAU SC100 MATT BLACK 80CM marque VITRA  réf :",0.99
APP SAN,18,,FOURBITURE : SALLE DE BAIN CHAMBRE DE SERVICE,3.1.8.4.1,W-C A L'ANGLAISE,U,21.0,61,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,VITRA,WC à l’anglaise comprenant |  1 Cuvette posée EMILIE NORMUS WC COMPLET AVEC DOUCHETTE,"3.1.8.4.1  W-C A L'ANGLAISE
Fourniture d’un WC à l’anglaise comprenant :
  1 Cuvette posée EMILIE NORMUS WC COMPLET AVEC DOUCHETTE de marque
VITRA réf : 9780B003-1226 ou équivalent.
  1 ROBINET D’ARRET CHROME de marque VITRA réf : A45206 ou équivalent.",0.94
APP SAN,19,,FOURBITURE : SALLE DE BAIN CHAMBRE DE SERVICE,3.1.8.4.2,LAVE MAINS,U,21.0,61,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,VITRA, 1 INTEGRA LAVE MAIN COIN 40CMréf : 7336L003-0999 ou équivalent,"3.1.8.4.2  LAVE MAIN
  1 INTEGRA LAVE MAIN COIN 40CM de marque VITRA réf : 7336L003-0999 ou
équivalent.",0.4
APP SAN,20,,FOURBITURE : SALLE DE BAIN CHAMBRE DE SERVICE,3.1.8.4.3,EQUIPEMENT DE DOUCHE,U,21.0,62,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,VITRA, 1 SIPHON DE DOUCHE ROUND 90MMréf : 59970001000 ou équivalent |  1 FLOW SOFT MITIGEUR DOUCHE CHROMEréf : A42932EXP ou équivalent |  1 SAMBA 3F DOUCHETTE AVEC SUPPORT CHROMEréf : A45679 ou équivalent,"3.1.8.4.3  EQUIPEMENTS DE DOUCHE
  1 OPTIMUM NEO RECEVEUR DE DOUCHE FLAT 80x80 CM de marque VITRA réf :
60530001000 ou équivalent.
  1 SIPHON DE DOUCHE ROUND 90MM de marque VITRA  réf : 59970001000 ou
équivalent
  1 FLOW SOFT MITIGEUR DOUCHE CHROME de marque VITRA réf : A42932EXP ou
équivalent.
  1 SAMBA 3F DOUCHETTE AVEC SUPPORT CHROME de marque VITRA réf : A45679
ou équivalent.",0.99
APP SAN,21,,FOURBITURE : SALLE DE BAIN CHAMBRE DE SERVICE,3.1.8.5,BIDET,U,1.0,62,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,VITRA, 1 SENTO BIDET SUSPENDU WHITEréf : 4338B003-1046 ou équivalent |  1 BATI SUPPORT BIDETréf : 424032 ou équivalent | A4255936WTC ou équivalent,"3.1.8.5  FOURNITURE : BIDET
Fourniture d’un Bidet suspendu comprenant :
  1 SENTO BIDET SUSPENDU WHITE de marque VITRA  réf : 4338B003-1046 ou
équivalent.
  1 BATI SUPPORT BIDET de marque VITRA réf : 424032 ou équivalent.
  1 ORIGIN MITIGEUR BIDET AVEC TIRETTE MATT BLACK de marque VITRA réf :
A4255936WTC ou équivalent.",0.99
APP SAN,22,,FOURBITURE : SALLE DE BAIN CHAMBRE DE SERVICE,3.1.8.6,BAIGNOIRE,U,1.0,62,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,VITRA,A4268136WTC ou équivalent,"3.1.8.6  POSE : BAIGNOIRE
Fourniture d’un ensemble de Baignoire comprenant :
  1 GEO BAIGNOIRE FREESTANDING BODY 180X80 CM de marque VITRA réf :
65380006000 ou équivalent.
  1 ORIGIN MITIGEUR B/DOUCHE SUR PIED MATT BLACK de marque VITRA réf :
A4268136WTC ou équivalent.
  1 Robinets d’arrêt équerre en ½ x 3/8 avec rosace chromée.",0.99
CVC,7,,Unité Extérieure,3.2.1.1.1.1,12 kW,U,104.0,17,422-DOA365-OMT-SOHAUS.IMM.CD-DCE-L3.FLU-PIECES ECRITES-18.02.2025.pdf,,La climatisation sera assurée par un système central à débit de réfrigérant variable (VRV) | composé d’une unité extérieure posée dans la buanderie en sous-sol et des unités intérieures type gainable à raison d’une unité par local. L’unité extérieure sera raccordée aux différentes unités intérieures par un jeu de tuyauterie frigorifique 2 tubes calorifugés par de l’élastomère d’épaisseur | 13 mm,"3.2.2  DESCRIPTIF DES SYSTEMES DE PRODUCTION D’ENERGIE
Les travaux faisant l'objet du marché comprennent :
3.2.2.1 CLIMATISATION
La climatisation sera assurée par un système central à débit de réfrigérant variable (VRV)
composé d’une unité extérieure posée dans la buanderie en sous-sol et des unités intérieures type
gainable à raison d’une unité par local. L’unité extérieure sera raccordée aux différentes unités
intérieures par un jeu de tuyauterie frigorifique 2 tubes calorifugés par de l’élastomère d’épaisseur
13 mm.
Le traitement d’air des locaux sera assuré par les unités intérieures en rafraîchissant ou chauffant
l’air passant par la batterie de ces dernières.",0.99
